Household_ID,Cluster_ID,Province,District,Area_Type,Habitat_Type,Dwelling_Type,Sleeping_Rooms,Dwelling_Owner,Occupancy_Status,Dwelling_Value_RWF,Estimated_Rent,Actual_Rent_Paid,Own_Residential_House,How_Acquired_House,Main_Water_Source,Distance_Water_Source_m,Time_To_Water_Source_min,Drinking_Water_Source,Water_Insufficiency_4weeks,Rainwater_Harvesting,Connected_To_Grid,Main_Lighting_Source,Electricity_Bill_RWF,Has_Internet,Cook_Stove_Type,Cooking_Fuel_Primary,Cooking_Location,Garbage_Disposal,Toilet_Type,Toilet_Shared,Environmental_Disaster,Wall_Material,Roof_Material,Floor_Material,Floor_Area_sqm,Own_Livestock,Cattle,Goats,Sheep,Pigs,Poultry,Consumption_Quintile,HH_Weight,Population_Weight,Extreme_Poverty,Poverty_Rate,Welfare_Category,Strata_ID,Rent_Final,Value_Per_Sqm,Rent_Per_Sqm,Room_Density,Internet_Flag,Urban_Flag,Value_Per_Room,Rent_Value_Ratio
300001,10001,City of Kigali,Nyarugenge,Urban,Umudugudu (Planned rural settlement),House occupied by multiple Households,2,Non relative,Tenancy (renting),1500000,,150000,No,,"Piped into compound, yard/pot",581,20,Bottled water,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),3000,Yes,Charcoal/fire stove,Charcoal.,In a separate dwelling,Rubbish collection Service,Ventilated improved pit (VIP) latrine,No,No,Tree trunks with  mud and cement,Metal sheets/corrugated iron,Clay tiles,48,No,,,,,,Q5,170.958195,1025.749146,Non Extreme Poor,Non Poor,Non Poor,111,150000,31250,3125,0.041666667,1,1,750000,0.1
300002,10001,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by multiple Households,1,Relative,Dwelling provided free of charge,1500000,30000,,No,,Public tap/standpipe,30,12,Public tap/standpipe,"No, always sufficient",Ditch,1,Electricity from National Grid (EUCL),1000,No,Cooking gas stove,Gas,"In dwelling, in a sleeping area",Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,Yes,Mud bricks with cement,Metal sheets/corrugated iron,Cement,8.75,No,,,,,,Q5,170.958195,170.9581909,Non Extreme Poor,Non Poor,Non Poor,111,30000,171428.5714,3428.571429,0.114285714,0,1,1500000,0.02
300003,10001,City of Kigali,Nyarugenge,Urban,Umudugudu (Planned rural settlement),House occupied by multiple Households,1,Non relative,Tenancy (renting),1500000,,35000,No,,"Piped into compound, yard/pot",581,20,Bottled water,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),3000,Yes,Cooking gas stove,Gas,"In dwelling, not in  sleeping area",Rubbish collection Service,Ventilated improved pit (VIP) latrine,Yes,No,Tree trunks with  mud and cement,Metal sheets/corrugated iron,Cement,12.99,Yes,1,0,0,0,0,Q5,170.958195,170.9581909,Non Extreme Poor,Non Poor,Non Poor,111,35000,115473.4411,2694.380293,0.076982294,1,1,1500000,0.023333333
300004,10001,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by multiple Households,3,Non relative,Tenancy (renting),1500000,,60000,No,,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",No measures,1,Electricity from National Grid (EUCL),2500,Yes,Charcoal/fire stove,Charcoal.,Outdoors,Rubbish collection Service,Ventilated improved pit (VIP) latrine,Yes,Yes,Oven fired bricks with cement,Metal sheets/corrugated iron,Cement,28,No,,,,,,Q5,170.958195,683.8327637,Non Extreme Poor,Non Poor,Non Poor,111,60000,53571.42857,2142.857143,0.107142857,1,1,500000,0.04
300005,10001,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by one household,2,Relative,Dwelling provided free of charge,1500000,40000,,No,,Public tap/standpipe,100,5,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),500,No,Charcoal/fire stove,Charcoal.,Outdoors,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,Yes,Yes,Tree trunks with  mud and cement,Metal sheets/corrugated iron,Cement,44,No,,,,,,Q3,170.958195,683.8327637,Non Extreme Poor,Non Poor,Non Poor,111,40000,34090.90909,909.0909091,0.045454545,0,1,750000,0.026666667
300006,10001,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by one household,2,Spouse with head,Owner occupied,8000000,60000,,,Bought,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",No measures,1,Electricity from National Grid (EUCL),2000,Yes,Charcoal/fire stove,Charcoal.,In a separate dwelling,Rubbish collection Service,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,50,No,,,,,,Q4,170.958195,854.7909546,Non Extreme Poor,Non Poor,Non Poor,111,60000,160000,1200,0.04,1,1,4000000,0.0075
300007,10001,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by multiple Households,2,Head,Owner occupied,4000000,60000,,,Inherited from parents,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",Ditch,1,Electricity from National Grid (EUCL),1000,No,Charcoal/fire stove,Charcoal.,In a separate dwelling,Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,No,Tree trunks with  mud and cement,Metal sheets/corrugated iron,Cement,35,No,,,,,,Q5,170.958195,170.9581909,Non Extreme Poor,Non Poor,Non Poor,111,60000,114285.7143,1714.285714,0.057142857,0,1,2000000,0.015
300008,10001,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by multiple Households,1,Relative,Temporary  settlement,1500000,30000,,No,,Public tap/standpipe,300,10,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),2000,Yes,Charcoal/fire stove,Charcoal.,"In dwelling, not in  sleeping area",Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,No,Tree trunks with  mud and cement,Metal sheets/corrugated iron,Cement,40,No,,,,,,Q4,170.958195,1025.749146,Non Extreme Poor,Non Poor,Non Poor,111,30000,37500,750,0.025,1,1,1500000,0.02
300009,10001,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by multiple Households,1,Non relative,Tenancy (renting),1500000,,18000,No,,Public tap/standpipe,100,5,Public tap/standpipe,"Yes, at least once",Rainwater tank from roof,1,Electricity from National Grid (EUCL),0,No,Charcoal/fire stove,Charcoal.,Outdoors,Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,7.5,No,,,,,,Q2,170.958195,170.9581909,Non Extreme Poor,1,Moderately poor,111,18000,200000,2400,0.133333333,0,1,1500000,0.012
300010,10002,City of Kigali,Nyarugenge,Urban,Modern planned urban area,Several buildings in a compound occupied by several households,1,Non relative,Tenancy (renting),1500000,,70000,Yes,Inherited from parents,"Piped into compound, yard/pot",581,20,Bottled water,"Yes, at least once",Ditch,1,Electricity from National Grid (EUCL),5000,Yes,Cooking gas stove,Gas,"In dwelling, not in  sleeping area",Rubbish collection Service,Flush to pit latrine,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Clay tiles,54,No,,,,,,Q5,185.5334174,556.6002808,Non Extreme Poor,Non Poor,Non Poor,111,70000,27777.77778,1296.296296,0.018518519,1,1,1500000,0.046666667
300011,10002,City of Kigali,Nyarugenge,Urban,Modern planned urban area,House occupied by one household,5,Spouse with head,Owner occupied,70000000,300000,,,Bought,"Piped into compound, yard/pot",581,20,Bottled water,"No, always sufficient",Ditch,1,Electricity from National Grid (EUCL),20000,Yes,Cooking gas stove,Gas,In a separate dwelling,Rubbish collection Service,Flush to pit latrine,No,No,Cement blocks,Metal sheets/corrugated iron,Clay tiles,110,Yes,0,0,0,0,7,Q5,185.5334174,1484.267334,Non Extreme Poor,Non Poor,Non Poor,111,300000,636363.6364,2727.272727,0.045454545,1,1,14000000,0.004285714
300012,10002,City of Kigali,Nyarugenge,Urban,Modern planned urban area,Multi-storied building occupied by one household,5,Spouse with head,Owner occupied,100000000,350000,,,Constructed,"Piped into compound, yard/pot",581,20,Bottled water,"No, always sufficient",Ditch,1,Electricity from National Grid (EUCL),25000,Yes,Cooking gas stove,Gas,In a separate dwelling,Rubbish collection Service,Flush to pit latrine,No,No,Oven fired bricks with mud,Metal sheets/corrugated iron,Clay tiles,100,No,,,,,,Q5,185.5334174,1298.733887,Non Extreme Poor,Non Poor,Non Poor,111,350000,1000000,3500,0.05,1,1,20000000,0.0035
300013,10002,City of Kigali,Nyarugenge,Urban,Modern planned urban area,House occupied by one household,4,Non relative,Tenancy (renting),1500000,,200000,No,,"Piped into compound, yard/pot",581,20,Bottled water,"No, always sufficient",Ditch,1,Electricity from National Grid (EUCL),4000,Yes,Self-built solid fuel stove,Charcoal.,In a separate dwelling,Rubbish collection Service,Flush to pit latrine,No,No,Cement blocks,Metal sheets/corrugated iron,Clay tiles,91.25,Yes,1,0,0,0,0,Q5,185.5334174,927.6671143,Non Extreme Poor,Non Poor,Non Poor,111,200000,16438.35616,2191.780822,0.043835616,1,1,375000,0.133333333
300014,10002,City of Kigali,Nyarugenge,Urban,Modern planned urban area,House occupied by multiple Households,4,Head,Owner occupied,35000000,120000,,,Bought,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",Rainwater tank from roof,1,Electricity from National Grid (EUCL),2000,No,Charcoal/fire stove,Charcoal.,In a separate dwelling,Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,78.5,Yes,3,0,0,0,0,Q4,185.5334174,1484.267334,Non Extreme Poor,Non Poor,Non Poor,111,120000,445859.8726,1528.66242,0.050955414,0,1,8750000,0.003428571
300015,10002,City of Kigali,Nyarugenge,Urban,Modern planned urban area,House occupied by multiple Households,1,Non relative,Tenancy (renting),1500000,,15000,No,,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","No, always sufficient",No measures,1,Electricity from National Grid (EUCL),0,No,Charcoal/fire stove,Charcoal.,Outdoors,Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,12.9,Yes,0,0,0,2,0,Q5,185.5334174,185.5334167,Non Extreme Poor,Non Poor,Non Poor,111,15000,116279.0698,1162.790698,0.07751938,0,1,1500000,0.01
300016,10002,City of Kigali,Nyarugenge,Urban,Modern planned urban area,House occupied by one household,4,Head,Owner occupied,10000000,80000,,,Constructed,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",No measures,1,Electricity from National Grid (EUCL),8000,Yes,Charcoal/fire stove,Charcoal.,In a separate dwelling,Rubbish collection Service,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,52.63,Yes,0,0,0,0,5,Q5,185.5334174,1113.200562,Non Extreme Poor,Non Poor,Non Poor,111,80000,190005.7002,1520.045601,0.07600228,1,1,2500000,0.008
300017,10002,City of Kigali,Nyarugenge,Urban,Modern planned urban area,House occupied by one household,1,Non relative,Tenancy (renting),1500000,,20000,No,,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",Ditch,1,Electricity from National Grid (EUCL),0,Yes,Charcoal/fire stove,Charcoal.,In a veranda (roofed platform with at least two open sides),Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,21.45,No,,,,,,Q5,185.5334174,185.5334167,Non Extreme Poor,Non Poor,Non Poor,111,20000,69930.06993,932.4009324,0.046620047,1,1,1500000,0.013333333
300018,10002,City of Kigali,Nyarugenge,Urban,Modern planned urban area,Several buildings in a compound occupied by one household,1,Non relative,Tenancy (renting),1500000,,50000,No,,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",No measures,1,Electricity from National Grid (EUCL),2000,Yes,Cooking gas stove,Gas,"In dwelling, not in  sleeping area",Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Clay tiles,21,No,,,,,,Q5,185.5334174,371.0668335,Non Extreme Poor,Non Poor,Non Poor,111,50000,71428.57143,2380.952381,0.047619048,1,1,1500000,0.033333333
300019,10003,City of Kigali,Nyarugenge,Urban,Umudugudu (Planned rural settlement),House occupied by multiple Households,3,Head,Owner occupied,10000000,150000,,,Bought,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",Ditch,1,Electricity from National Grid (EUCL),3000,Yes,Charcoal/fire stove,Charcoal.,In a separate dwelling,Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,No,Tree trunks with  mud and cement,Metal sheets/corrugated iron,Clay tiles,59.5,No,,,,,,Q5,147.6459753,442.9379272,Non Extreme Poor,Non Poor,Non Poor,111,150000,168067.2269,2521.008403,0.050420168,1,1,3333333.333,0.015
300020,10003,City of Kigali,Nyarugenge,Urban,Umudugudu (Planned rural settlement),House occupied by one household,4,Head,Owner occupied,15000000,150000,,,Bought,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",No measures,1,Electricity from National Grid (EUCL),2000,Yes,Cooking gas stove,Gas,"In dwelling, not in  sleeping area",Rubbish collection Service,Ventilated improved pit (VIP) latrine,No,No,Tree trunks with  mud and cement,Metal sheets/corrugated iron,Cement,54.2,No,,,,,,Q5,147.6459753,738.2298584,Non Extreme Poor,Non Poor,Non Poor,111,150000,276752.7675,2767.527675,0.073800738,1,1,3750000,0.01
300021,10003,City of Kigali,Nyarugenge,Urban,Umudugudu (Planned rural settlement),House occupied by multiple Households,2,Non relative,Tenancy (renting),1500000,,50000,No,,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","No, always sufficient",Ditch,1,Electricity from National Grid (EUCL),2000,Yes,Cooking gas stove,Gas,In a separate dwelling,Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,42,No,,,,,,Q5,147.6459753,590.5839233,Non Extreme Poor,Non Poor,Non Poor,111,50000,35714.28571,1190.47619,0.047619048,1,1,750000,0.033333333
300022,10003,City of Kigali,Nyarugenge,Urban,Umudugudu (Planned rural settlement),House occupied by one household,1,Non relative,Tenancy (renting),1500000,,40000,No,,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","No, always sufficient",Ditch,1,Electricity from National Grid (EUCL),1000,Yes,Cooking gas stove,Gas,"In dwelling, not in  sleeping area",Compost heap on own property,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,23.16,No,,,,,,Q5,147.6459753,147.6459808,Non Extreme Poor,Non Poor,Non Poor,111,40000,64766.83938,1727.115717,0.043177893,1,1,1500000,0.026666667
300023,10003,City of Kigali,Nyarugenge,Urban,Umudugudu (Planned rural settlement),House occupied by one household,4,Head,Owner occupied,10000000,100000,,,Constructed,"Piped into compound, yard/pot",581,20,Bottled water,"No, always sufficient",Ditch,1,Electricity from National Grid (EUCL),4000,Yes,Cooking gas stove,Gas,In a separate dwelling,Rubbish collection Service,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,96,No,,,,,,Q5,147.6459753,1181.167847,Non Extreme Poor,Non Poor,Non Poor,111,100000,104166.6667,1041.666667,0.041666667,1,1,2500000,0.01
300024,10003,City of Kigali,Nyarugenge,Urban,Umudugudu (Planned rural settlement),House occupied by multiple Households,2,Non relative,Tenancy (renting),1500000,,80000,No,,"Piped into compound, yard/pot",581,20,Bottled water,"No, always sufficient",Ditch,1,Electricity from National Grid (EUCL),4000,Yes,Cooking gas stove,Gas,"In dwelling, not in  sleeping area",Rubbish collection Service,Flush to pit latrine,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,21.8,No,,,,,,Q5,147.6459753,147.6459808,Non Extreme Poor,Non Poor,Non Poor,111,80000,68807.33945,3669.724771,0.091743119,1,1,750000,0.053333333
300025,10003,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by multiple Households,2,Non relative,Tenancy (renting),1500000,,50000,No,,Piped to neighbor HH,300,30,Bottled water,"Yes, at least once",Ditch,1,Electricity from National Grid (EUCL),4500,Yes,Charcoal/fire stove,Charcoal.,"In dwelling, in a sleeping area",Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,36.72,No,,,,,,Q5,147.6459753,590.5839233,Non Extreme Poor,Non Poor,Non Poor,111,50000,40849.6732,1361.655773,0.054466231,1,1,750000,0.033333333
300026,10003,City of Kigali,Nyarugenge,Urban,Umudugudu (Planned rural settlement),House occupied by multiple Households,3,Head,Owner occupied,10000000,100000,,,Inherited from parents,"Piped into compound, yard/pot",581,20,Bottled water,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),5000,Yes,Cooking gas stove,Gas,"In dwelling, not in  sleeping area",Rubbish collection Service,Ventilated improved pit (VIP) latrine,Yes,No,Tree trunks with  mud and cement,Metal sheets/corrugated iron,Cement,40,No,,,,,,Q5,147.6459753,295.2919617,Non Extreme Poor,Non Poor,Non Poor,111,100000,250000,2500,0.075,1,1,3333333.333,0.01
300027,10004,City of Kigali,Nyarugenge,Rural,Umudugudu (Planned rural settlement),House occupied by one household,1,Relative,Dwelling provided free of charge,1500000,30000,,No,,Public tap/standpipe,2500,60,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),2000,Yes,Charcoal/fire stove,Charcoal.,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,Yes,No,Tree trunks with  mud and cement,Metal sheets/corrugated iron,Cement,32,Yes,0,0,0,0,4,Q5,112.2701373,336.8104248,Non Extreme Poor,Non Poor,Non Poor,112,30000,46875,937.5,0.03125,1,0,1500000,0.02
300028,10004,City of Kigali,Nyarugenge,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse with head,Owner occupied,8000000,30000,,,Bartered,Public tap/standpipe,1666,40,Public tap/standpipe,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Cement blocks,Metal sheets/corrugated iron,Cement,42,No,,,,,,Q1,112.2701373,673.6208496,Non Extreme Poor,1,Moderately poor,112,30000,190476.1905,714.2857143,0.071428571,0,0,2666666.667,0.00375
300029,10004,City of Kigali,Nyarugenge,Rural,Modern planned urban area,House occupied by one household,3,Spouse with head,Owner occupied,1000000,40000,,,Constructed,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","No, always sufficient",Ditch,1,Electricity from National Grid (EUCL),1200,No,Charcoal/fire stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Tree trunks with  mud and cement,Metal sheets/corrugated iron,Cement,77,Yes,0,0,0,0,10,Q4,112.2701373,561.350708,Non Extreme Poor,Non Poor,Non Poor,112,40000,12987.01299,519.4805195,0.038961039,0,0,333333.3333,0.04
300030,10004,City of Kigali,Nyarugenge,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,2,Non relative,Tenancy (renting),1500000,,8000,No,,Public tap/standpipe,100,5,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),1000,No,Three stone/Traditional stove,Firewood,Outdoors,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Beaten earth,20.14,No,,,,,,Q1,112.2701373,336.8104248,Non Extreme Poor,1,Moderately poor,112,8000,74478.64945,397.2194638,0.099304866,0,0,750000,0.005333333
300031,10004,City of Kigali,Nyarugenge,Rural,Modern planned urban area,House occupied by one household,3,Spouse with head,Owner occupied,50000000,100000,,,Constructed,"Piped into compound, yard/pot",581,20,Bottled water,"Yes, at least once",Ditch,1,Electricity from National Grid (EUCL),15000,Yes,Cooking gas stove,Gas,In a separate dwelling,Compost heap on own property,Flush to pit latrine,No,No,Cement blocks,Metal sheets/corrugated iron,Clay tiles,130,Yes,1,0,0,0,0,Q5,112.2701373,561.350708,Non Extreme Poor,Non Poor,Non Poor,112,100000,384615.3846,769.2307692,0.023076923,1,0,16666666.67,0.002
300032,10004,City of Kigali,Nyarugenge,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Head,Owner occupied,12000000,10000,,,Received as gift,Public tap/standpipe,85,3,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),1000,No,Three stone/Traditional stove,Firewood,Outdoors,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Cement blocks,Metal sheets/corrugated iron,Cement,40.8,No,,,,,,Q3,112.2701373,336.8104248,Non Extreme Poor,Non Poor,Non Poor,112,10000,294117.6471,245.0980392,0.073529412,0,0,4000000,0.000833333
300033,10004,City of Kigali,Nyarugenge,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,2,Head,Owner occupied,6000000,20000,,,Received as gift,Public tap/standpipe,80,3,Public tap/standpipe,"No, always sufficient",Rainwater tank from roof,1,Electricity from National Grid (EUCL),1500,No,Charcoal/fire stove,Charcoal.,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Oven fired bricks with mud,Metal sheets/corrugated iron,Cement,42,No,,,,,,Q5,112.2701373,336.8104248,Non Extreme Poor,Non Poor,Non Poor,112,20000,142857.1429,476.1904762,0.047619048,0,0,3000000,0.003333333
300034,10004,City of Kigali,Nyarugenge,Rural,Modern planned urban area,House occupied by one household,3,Spouse with head,Owner occupied,30000000,200000,,,Constructed,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","No, always sufficient",No measures,1,Electricity from National Grid (EUCL),20000,Yes,Cooking gas stove,Gas,"In dwelling, not in  sleeping area",Thrown in the household?s fields or bushes,Flush to pit latrine,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Clay tiles,45.2,No,,,,,,Q5,112.2701373,449.0805359,Non Extreme Poor,Non Poor,Non Poor,112,200000,663716.8142,4424.778761,0.066371681,1,0,10000000,0.006666667
300035,10004,City of Kigali,Nyarugenge,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Spouse with head,Owner occupied,15000000,50000,,,Bought,Public tap/standpipe,500,15,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),3000,No,Charcoal/fire stove,Charcoal.,Outdoors,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Tree trunks with  mud and cement,Metal sheets/corrugated iron,Cement,29.9,Yes,1,2,0,0,0,Q5,112.2701373,336.8104248,Non Extreme Poor,Non Poor,Non Poor,112,50000,501672.2408,1672.240803,0.066889632,0,0,7500000,0.003333333
300036,10005,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by one household,4,Non relative,Tenancy (renting),1500000,,150000,No,,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",Ditch,1,Electricity from National Grid (EUCL),1500,Yes,Charcoal/fire stove,Charcoal.,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,99,No,,,,,,Q5,180.3667835,541.1003418,Non Extreme Poor,Non Poor,Non Poor,111,150000,15151.51515,1515.151515,0.04040404,1,1,375000,0.1
300037,10005,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,Several buildings in a compound occupied by several households,2,Head,Owner occupied,8000000,40000,,,Constructed,Public tap/standpipe,420,13,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),2000,Yes,Charcoal/fire stove,Charcoal.,Outdoors,Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,46.8,No,,,,,,Q4,180.3667835,901.8339233,Non Extreme Poor,Non Poor,Non Poor,111,40000,170940.1709,854.7008547,0.042735043,1,1,4000000,0.005
300038,10005,City of Kigali,Nyarugenge,Urban,Dispersed/Isolated housing,House occupied by one household,1,Non relative,Tenancy (renting),1500000,,15000,No,,Unprotected spring,2500,65,Unprotected spring,"No, always sufficient",No measures,0,Candle,0,No,Charcoal/fire stove,Charcoal.,"In dwelling, in a sleeping area",Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,Yes,Yes,Mud bricks,Metal sheets/corrugated iron,Beaten earth,10.85,No,,,,,,Q1,180.3667835,721.4671631,Non Extreme Poor,1,Moderately poor,111,15000,138248.8479,1382.488479,0.092165899,0,1,1500000,0.01
300039,10005,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by multiple Households,1,Non relative,Tenancy (renting),1500000,,30000,No,,Public tap/standpipe,150,10,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),1000,No,No cooking option at home,Unknown,Unknown,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,22.15,No,,,,,,Q4,180.3667835,180.3667908,Non Extreme Poor,Non Poor,Non Poor,111,30000,67720.09029,1354.401806,0.045146727,0,1,1500000,0.02
300040,10005,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by multiple Households,1,Non relative,Tenancy (renting),1500000,,12000,No,,Public tap/standpipe,170,10,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),0,No,Charcoal/fire stove,Charcoal.,Outdoors,Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,10.24,Yes,0,0,0,0,1,Q2,180.3667835,180.3667908,Non Extreme Poor,Non Poor,Non Poor,111,12000,146484.375,1171.875,0.09765625,0,1,1500000,0.008
300041,10005,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by one household,1,Non relative,Tenancy (renting),1500000,,15000,No,,Public tap/standpipe,210,20,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),2000,No,Charcoal/fire stove,Charcoal.,Outdoors,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,22.5,No,,,,,,Q5,180.3667835,901.8339233,Non Extreme Poor,Non Poor,Non Poor,111,15000,66666.66667,666.6666667,0.044444444,0,1,1500000,0.01
300042,10005,City of Kigali,Nyarugenge,Urban,Spontaneous/informal/unplanned housing,House occupied by multiple Households,1,Non relative,Tenancy (renting),1500000,,15000,No,,Public tap/standpipe,830,90,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),0,No,Charcoal/fire stove,Charcoal.,Outdoors,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,6.7,No,,,,,,Q5,180.3667835,180.3667908,Non Extreme Poor,Non Poor,Non Poor,111,15000,223880.597,2238.80597,0.149253731,0,1,1500000,0.01
300043,10005,City of Kigali,Nyarugenge,Urban,Dispersed/Isolated housing,House occupied by multiple Households,1,Non relative,Tenancy (renting),1500000,,20000,No,,Unprotected spring,2500,65,Unprotected spring,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),500,No,Charcoal/fire stove,Charcoal.,Outdoors,Rubbish collection Service,Pit Latrine with constructed floor slab,Yes,Yes,Tree trunks with  mud and cement,Metal sheets/corrugated iron,Cement,7.28,No,,,,,,Q1,180.3667835,360.7335815,Non Extreme Poor,1,Moderately poor,111,20000,206043.956,2747.252747,0.137362637,0,1,1500000,0.013333333
