Household_ID,Cluster_ID,Province,District,Area_Type,Habitat_Type,Dwelling_Type,Sleeping_Rooms,Dwelling_Owner,Occupancy_Status,Dwelling_Value_RWF,Estimated_Rent,Actual_Rent_Paid,Own_Residential_House,How_Acquired_House,Main_Water_Source,Distance_Water_Source_m,Time_To_Water_Source_min,Drinking_Water_Source,Water_Insufficiency_4weeks,Rainwater_Harvesting,Connected_To_Grid,Main_Lighting_Source,Electricity_Bill_RWF,Has_Internet,Cook_Stove_Type,Cooking_Fuel_Primary,Cooking_Location,Garbage_Disposal,Toilet_Type,Toilet_Shared,Environmental_Disaster,Wall_Material,Roof_Material,Floor_Material,Floor_Area_sqm,Own_Livestock,Cattle,Goats,Sheep,Pigs,Poultry,Consumption_Quintile,HH_Weight,Population_Weight,Extreme_Poverty,Poverty_Rate,Welfare_Category,Strata_ID,Rent_Final,Value_Per_Sqm,Rent_Per_Sqm,Room_Density,Internet_Flag,Urban_Flag,Value_Per_Room,Rent_Value_Ratio
305327,10593,Southern,Muhanga,Urban,Modern planned urban area,House occupied by one household,4,Spouse with head,Owner occupied,10000000,40000,,,Constructed,Protected spring,250,7,Protected spring,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),4000,Yes,Charcoal/fire stove,Charcoal.,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,70,Yes,0,0,0,1,0,Q4,174.1831832,1393.465454,Non Extreme Poor,Non Poor,Non Poor,271,40000,142857.1429,571.4285714,0.057142857,1,1,2500000,0.004
305328,10593,Southern,Muhanga,Urban,Umudugudu (Planned rural settlement),House occupied by one household,2,Non relative,Tenancy (renting),1500000,,25000,No,,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","No, always sufficient",No measures,1,Electricity from National Grid (EUCL),3000,Yes,Charcoal/fire stove,Charcoal.,Outdoors,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,Yes,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,42,No,,,,,,Q4,174.1831832,870.9158936,Non Extreme Poor,Non Poor,Non Poor,271,25000,35714.28571,595.2380952,0.047619048,1,1,750000,0.016666667
305329,10593,Southern,Muhanga,Urban,Modern planned urban area,House occupied by one household,3,Spouse with head,Owner occupied,10000000,40000,,,Constructed,Piped into Dwelling,581,20,Protected spring,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),2000,Yes,Charcoal/fire stove,Charcoal.,In a separate dwelling,Rubbish collection Service,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,72,No,,,,,,Q4,174.1831832,870.9158936,Non Extreme Poor,Non Poor,Non Poor,271,40000,138888.8889,555.5555556,0.041666667,1,1,3333333.333,0.004
305330,10593,Southern,Muhanga,Urban,Umudugudu (Planned rural settlement),House occupied by one household,2,Spouse with head,Owner occupied,2000000,5000,,,Constructed,Protected well,200,10,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Three stone/Traditional stove,Firewood,"In dwelling, in a sleeping area",Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,42,Yes,0,0,0,1,0,Q2,174.1831832,870.9158936,Non Extreme Poor,Non Poor,Non Poor,271,5000,47619.04762,119.047619,0.047619048,0,1,1000000,0.0025
305331,10594,Southern,Muhanga,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,2,Non relative,Tenancy (renting),1500000,,10000,No,,Protected spring,800,25,Protected spring,"No, always sufficient",Piped away,1,Electricity from National Grid (EUCL),500,No,Charcoal/fire stove,Charcoal.,In a separate dwelling,Publicly managed refuse area,Pit Latrine with constructed floor slab,Yes,Yes,Mud bricks with cement,Local clay tiles,Cement,24.5,No,,,,,,Q5,205.5327667,616.5983276,Non Extreme Poor,Non Poor,Non Poor,272,10000,61224.4898,408.1632653,0.081632653,0,0,750000,0.006666667
305332,10594,Southern,Muhanga,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Spouse,Owner occupied,1500000,5000,,,Constructed,Public tap/standpipe,415,15,Public tap/standpipe,"No, always sufficient",Ditch,1,Electricity from National Grid (EUCL),500,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Local clay tiles,Beaten earth,24,No,,,,,,Q4,205.5327667,205.5327606,Non Extreme Poor,Non Poor,Non Poor,272,5000,62500,208.3333333,0.083333333,0,0,750000,0.003333333
305333,10594,Southern,Muhanga,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Non relative,Tenancy (renting),1500000,,3000,No,,Protected spring,1200,35,Protected spring,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),0,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks,Local clay tiles,Beaten earth,24,No,,,,,,Q2,205.5327667,822.1310425,Non Extreme Poor,1,Moderately poor,272,3000,62500,125,0.083333333,0,0,750000,0.002
305334,10594,Southern,Muhanga,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Head,Owner occupied,1000000,4000,,,Constructed,Protected spring,800,30,Protected spring,"No, always sufficient",Ditch,1,Electricity from National Grid (EUCL),500,No,Improved cooking stove,Firewood,"In dwelling, not in  sleeping area",Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,Yes,Mud bricks,Local clay tiles,Beaten earth,35.2,Yes,1,0,0,1,3,Q2,205.5327667,1027.663818,Non Extreme Poor,Non Poor,Non Poor,272,4000,28409.09091,113.6363636,0.056818182,0,0,500000,0.004
305335,10594,Southern,Muhanga,Rural,Umudugudu (Planned rural settlement),Several buildings in a compound occupied by several households,1,Head,Owner occupied,2000000,5000,,,Bought,Protected spring,600,20,Protected spring,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),500,No,Three stone/Traditional stove,Firewood,"In dwelling, not in  sleeping area",Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Local clay tiles,Cement,23.5,No,,,,,,Q4,205.5327667,205.5327606,Non Extreme Poor,Non Poor,Non Poor,272,5000,85106.38298,212.7659574,0.042553191,0,0,2000000,0.0025
305336,10594,Southern,Muhanga,Rural,Umudugudu (Planned rural settlement),Several buildings in a compound occupied by one household,2,Spouse with head,Owner occupied,2500000,10000,,,Bought,Public tap/standpipe,50,10,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),200,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,35,Yes,0,0,0,1,0,Q3,205.5327667,616.5983276,Non Extreme Poor,Non Poor,Non Poor,272,10000,71428.57143,285.7142857,0.057142857,0,0,1250000,0.004
305337,10594,Southern,Muhanga,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,2,Head,Dwelling provided free of charge,1500000,10000,,No,,Protected spring,500,20,Protected spring,"Yes, at least once",Rainwater tank from roof,1,Electricity from National Grid (EUCL),550,No,Improved cooking stove,Firewood,"In dwelling, not in  sleeping area",Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Oven fired bricks with cement,Metal sheets/corrugated iron,Cement,21.2,Yes,1,0,1,1,0,Q2,205.5327667,1027.663818,Non Extreme Poor,Non Poor,Non Poor,272,10000,70754.71698,471.6981132,0.094339623,0,0,750000,0.006666667
305338,10594,Southern,Muhanga,Rural,Umudugudu (Planned rural settlement),Several buildings in a compound occupied by one household,3,Spouse with head,Owner occupied,3000000,10000,,,Constructed,Public tap/standpipe,200,15,Public tap/standpipe,"Yes, at least once",No measures,1,Electricity from National Grid (EUCL),1000,No,Improved cooking stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Local clay tiles,Beaten earth,50.84,Yes,1,0,0,1,0,Q2,205.5327667,822.1310425,Non Extreme Poor,Non Poor,Non Poor,272,10000,59008.6546,196.6955153,0.059008655,0,0,1000000,0.003333333
305339,10594,Southern,Muhanga,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse with head,Owner occupied,3000000,8000,,,Constructed,Public tap/standpipe,300,12,Public tap/standpipe,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),500,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Local clay tiles,Beaten earth,63,Yes,1,0,0,1,0,Q2,205.5327667,1027.663818,Non Extreme Poor,Non Poor,Non Poor,272,8000,47619.04762,126.984127,0.047619048,0,0,1000000,0.002666667
305340,10595,Southern,Kamonyi,Rural,Umudugudu (Planned rural settlement),House occupied by one household,4,Head,Owner occupied,3000000,15000,,,Bought,Unprotected spring,800,25,Protected spring,"Yes, at least once",Piped away,,Standalone solar system,0,Yes,Charcoal/fire stove,Charcoal.,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Local clay tiles,Cement,59.04,Yes,1,0,0,1,1,Q4,225.1526982,900.6107788,Non Extreme Poor,Non Poor,Non Poor,282,15000,50813.00813,254.0650407,0.067750678,1,0,750000,0.005
305341,10595,Southern,Kamonyi,Rural,Umudugudu (Planned rural settlement),House occupied by one household,1,Relative,Dwelling provided free of charge,1500000,3000,,No,,Protected spring,900,30,Protected spring,"No, always sufficient",No measures,,Standalone solar system,0,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,Yes,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,19.76,Yes,2,0,0,0,0,Q2,225.1526982,1125.76355,Non Extreme Poor,Non Poor,Non Poor,282,3000,75910.93117,151.8218623,0.050607287,0,0,1500000,0.002
305342,10595,Southern,Kamonyi,Rural,Umudugudu (Planned rural settlement),House occupied by one household,5,Head,Owner occupied,1500000,6000,,,Constructed,Protected well,1100,40,Protected well,"No, always sufficient",No measures,,Standalone solar system,0,No,Improved cooking stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Tree trunks with  mud and cement,Local clay tiles,Cement,41.62,Yes,1,2,0,3,0,Q4,225.1526982,675.4580688,Non Extreme Poor,Non Poor,Non Poor,282,6000,36040.36521,144.1614608,0.120134551,0,0,300000,0.004
305343,10595,Southern,Kamonyi,Rural,Dispersed/Isolated housing,House occupied by one household,3,Spouse with head,Owner occupied,300000,3000,,,Constructed,Protected spring,800,20,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,Yes,Mud bricks,Local clay tiles,Beaten earth,39.14,Yes,1,0,0,3,0,Q2,225.1526982,900.6107788,Non Extreme Poor,Non Poor,Non Poor,282,3000,7664.793051,76.64793051,0.076647931,0,0,100000,0.01
305344,10595,Southern,Kamonyi,Rural,Dispersed/Isolated housing,House occupied by one household,1,Relative,Dwelling provided free of charge,1500000,5000,,Yes,Received as gift,Protected spring,400,10,Protected spring,"No, always sufficient",No measures,,Standalone solar system,0,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Beaten earth,24,No,,,,,,Q3,225.1526982,450.3053894,Non Extreme Poor,Non Poor,Non Poor,282,5000,62500,208.3333333,0.041666667,0,0,1500000,0.003333333
305345,10595,Southern,Kamonyi,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,2,Head,Owner occupied,200000,2000,,,Received as gift,Unprotected spring,200,6,Unprotected spring,"No, always sufficient",No measures,,Solar lantern,0,No,Improved cooking stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,36.25,Yes,0,2,0,0,0,Q1,225.1526982,1125.76355,1,1,Severaly Poor,282,2000,5517.241379,55.17241379,0.055172414,0,0,100000,0.01
305346,10595,Southern,Kamonyi,Rural,Dispersed/Isolated housing,House occupied by one household,3,Spouse with head,Owner occupied,2000000,5000,,,Constructed,River/Stream/Irrigation Channel,100,4,Protected spring,"Yes, at least once",No measures,,Standalone solar system,0,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,Yes,Mud bricks with cement,Metal sheets/corrugated iron,Beaten earth,33.6,No,,,,,,Q3,225.1526982,1350.916138,Non Extreme Poor,Non Poor,Non Poor,282,5000,59523.80952,148.8095238,0.089285714,0,0,666666.6667,0.0025
305347,10595,Southern,Kamonyi,Rural,Dispersed/Isolated housing,House occupied by one household,3,Spouse with head,Owner occupied,5000000,5000,,,Constructed,River/Stream/Irrigation Channel,50,3,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,Yes,Mud bricks with cement,Local clay tiles,Beaten earth,35.21,Yes,0,3,0,8,0,Q4,225.1526982,1350.916138,Non Extreme Poor,Non Poor,Non Poor,282,5000,142005.1122,142.0051122,0.085203067,0,0,1666666.667,0.001
305348,10595,Southern,Kamonyi,Rural,Dispersed/Isolated housing,House occupied by one household,3,Spouse with head,Owner occupied,10000000,20000,,,Constructed,River/Stream/Irrigation Channel,830,23,Protected spring,"No, always sufficient",No measures,,Standalone solar system,0,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Oven fired bricks with mud,Local clay tiles,Cement,61.38,Yes,1,0,0,0,0,Q3,225.1526982,675.4580688,Non Extreme Poor,Non Poor,Non Poor,282,20000,162919.5178,325.8390355,0.048875855,0,0,3333333.333,0.002
305349,10596,Southern,Kamonyi,Rural,Dispersed/Isolated housing,House occupied by one household,3,Non relative,Dwelling provided free of charge,1500000,10000,,No,,Protected spring,1900,53,Protected spring,"No, always sufficient",No measures,,Standalone solar system,0,No,Improved cooking stove,Firewood,Outdoors,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,65,No,,,,,,Q1,222.5587731,890.2351074,Non Extreme Poor,1,Moderately poor,282,10000,23076.92308,153.8461538,0.046153846,0,0,500000,0.006666667
305350,10596,Southern,Kamonyi,Rural,Dispersed/Isolated housing,House occupied by one household,1,Relative,Dwelling provided free of charge,1500000,2000,,No,,Protected spring,1200,30,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Improved cooking stove,Firewood,Outdoors,Thrown in the household?s fields or bushes,Pit latrine without constructed floor slab,No,Yes,Mud bricks,Local clay tiles,Beaten earth,42,No,,,,,,Q2,222.5587731,667.6763306,Non Extreme Poor,1,Moderately poor,282,2000,35714.28571,47.61904762,0.023809524,0,0,1500000,0.001333333
305351,10596,Southern,Kamonyi,Rural,Dispersed/Isolated housing,House occupied by one household,4,Relative,Dwelling provided free of charge,1500000,5000,,No,,Protected spring,1200,30,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,Yes,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,Yes,Mud bricks with cement,Local clay tiles,Cement,63,Yes,0,0,0,1,0,Q2,222.5587731,1780.470215,Non Extreme Poor,Non Poor,Non Poor,282,5000,23809.52381,79.36507937,0.063492063,1,0,375000,0.003333333
305352,10596,Southern,Kamonyi,Rural,Dispersed/Isolated housing,House occupied by one household,1,Spouse with head,Owner occupied,400000,5000,,,Constructed,Protected spring,1600,40,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Charcoal/fire stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,Yes,Mud bricks with cement,Metal sheets/corrugated iron,Beaten earth,34.5,Yes,0,0,0,0,1,Q2,222.5587731,667.6763306,Non Extreme Poor,Non Poor,Non Poor,282,5000,11594.2029,144.9275362,0.028985507,0,0,400000,0.0125
305353,10596,Southern,Kamonyi,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Relative,Dwelling provided free of charge,1500000,2000,,No,,Protected spring,1600,45,Protected spring,"Yes, at least once",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Charcoal/fire stove,Firewood,Outdoors,Thrown in the household?s fields or bushes,Pit latrine without constructed floor slab,Yes,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,26.52,No,,,,,,Q3,222.5587731,445.1175537,Non Extreme Poor,Non Poor,Non Poor,282,2000,56561.08597,75.4147813,0.075414781,0,0,750000,0.001333333
305354,10596,Southern,Kamonyi,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse with head,Owner occupied,500000,10000,,,Constructed,Protected spring,1600,50,Protected spring,"Yes, at least once",No measures,,Standalone solar system,0,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Beaten earth,54,Yes,0,0,0,0,0,Q2,222.5587731,667.6763306,Non Extreme Poor,Non Poor,Non Poor,282,10000,9259.259259,185.1851852,0.055555556,0,0,166666.6667,0.02
305355,10596,Southern,Kamonyi,Rural,Umudugudu (Planned rural settlement),House occupied by one household,2,Non relative,Tenancy (renting),1500000,,7000,No,,Protected spring,580,17,Protected spring,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),3400,No,Improved cooking stove,Firewood,In a separate dwelling,Publicly managed refuse area,Pit Latrine with constructed floor slab,No,No,Oven fired bricks with mud,Metal sheets/corrugated iron,Beaten earth,24.48,No,,,,,,Q3,222.5587731,890.2351074,Non Extreme Poor,Non Poor,Non Poor,282,7000,61274.5098,285.9477124,0.081699346,0,0,750000,0.004666667
305356,10596,Southern,Kamonyi,Rural,Umudugudu (Planned rural settlement),House occupied by multiple Households,2,Head,Owner occupied,5000000,20000,,,Received as gift,River/Stream/Irrigation Channel,1250,33,Public tap/standpipe,"No, always sufficient",Rainwater tank from roof,1,Electricity from National Grid (EUCL),1000,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Oven fired bricks with mud,Metal sheets/corrugated iron,Cement,47.83,Yes,0,1,0,1,1,Q4,222.5587731,667.6763306,Non Extreme Poor,Non Poor,Non Poor,282,20000,104536.9015,418.1476061,0.041814761,0,0,2500000,0.004
305357,10596,Southern,Kamonyi,Rural,Umudugudu (Planned rural settlement),House occupied by one household,3,Head,Owner occupied,2000000,4000,,,Constructed,Protected spring,1000,27,Protected spring,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),500,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Beaten earth,37.46,Yes,0,1,0,1,0,Q2,222.5587731,1112.793823,Non Extreme Poor,Non Poor,Non Poor,282,4000,53390.28297,106.7805659,0.080085424,0,0,666666.6667,0.002
305358,10597,Southern,Kamonyi,Urban,Modern planned urban area,House occupied by one household,3,Head,Owner occupied,4000000,10000,,,Received as gift,Protected spring,830,30,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Improved cooking stove,Firewood,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,48,No,,,,,,Q4,243.9042887,243.9042816,Non Extreme Poor,Non Poor,Non Poor,281,10000,83333.33333,208.3333333,0.0625,0,1,1333333.333,0.0025
305359,10597,Southern,Kamonyi,Urban,Modern planned urban area,House occupied by one household,4,Spouse with head,Owner occupied,2000000,5000,,,Constructed,Protected spring,2500,50,Protected spring,"No, always sufficient",No measures,,Standalone solar system,0,No,Charcoal/fire stove,Firewood,"In dwelling, not in  sleeping area",Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks,Local clay tiles,Beaten earth,35,Yes,1,2,0,0,1,Q1,243.9042887,2195.138672,Non Extreme Poor,1,Moderately poor,281,5000,57142.85714,142.8571429,0.114285714,0,1,500000,0.0025
305360,10597,Southern,Kamonyi,Urban,Modern planned urban area,House occupied by one household,2,Head,Owner occupied,500000,2000,,,Inherited from parents,Protected spring,833,30,Protected spring,"No, always sufficient",No measures,,Standalone solar system,0,No,Charcoal/fire stove,Firewood,"In dwelling, not in  sleeping area",Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks,Metal sheets/corrugated iron,Beaten earth,17.36,Yes,0,0,0,2,2,Q1,243.9042887,731.7128906,Non Extreme Poor,1,Moderately poor,281,2000,28801.84332,115.2073733,0.115207373,0,1,250000,0.004
305361,10597,Southern,Kamonyi,Urban,Modern planned urban area,House occupied by one household,2,Non relative,Tenancy (renting),1500000,,50000,No,,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","Yes, at least once",Ditch,1,Electricity from National Grid (EUCL),1000,Yes,Charcoal/fire stove,Charcoal.,In a separate dwelling,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,62.3,No,,,,,,Q4,243.9042887,1219.521484,Non Extreme Poor,Non Poor,Non Poor,281,50000,24077.04655,802.5682183,0.032102729,1,1,750000,0.033333333
305362,10597,Southern,Kamonyi,Urban,Modern planned urban area,House occupied by one household,3,Head,Owner occupied,8000000,20000,,,Constructed,"Piped into compound, yard/pot",581,20,"Piped into compound, yard/pot","No, always sufficient",No measures,1,Electricity from National Grid (EUCL),1000,No,Charcoal/fire stove,Firewood,Outdoors,Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,Yes,Mud bricks with cement,Metal sheets/corrugated iron,Cement,48,Yes,0,1,0,1,0,Q2,243.9042887,2439.042969,Non Extreme Poor,Non Poor,Non Poor,281,20000,166666.6667,416.6666667,0.0625,0,1,2666666.667,0.0025
305363,10597,Southern,Kamonyi,Urban,Modern planned urban area,House occupied by one household,3,Other,Dwelling provided free of charge,1500000,15000,,No,,Protected spring,2075,55,Protected spring,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),1000,No,Charcoal/fire stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,Yes,Mud bricks with cement,Local clay tiles,Cement,108,Yes,0,0,0,1,0,Q2,243.9042887,1219.521484,Non Extreme Poor,Non Poor,Non Poor,281,15000,13888.88889,138.8888889,0.027777778,0,1,500000,0.01
305364,10597,Southern,Kamonyi,Urban,Modern planned urban area,House occupied by one household,2,Non relative,Tenancy (renting),1500000,,10000,No,,Protected spring,1660,45,Protected spring,"No, always sufficient",No measures,1,Electricity from National Grid (EUCL),2000,No,Charcoal/fire stove,Charcoal.,"In dwelling, not in  sleeping area",Publicly managed refuse area,Pit Latrine with constructed floor slab,No,Yes,Mud bricks,Metal sheets/corrugated iron,Cement,22.56,No,,,,,,Q5,243.9042887,487.8085632,Non Extreme Poor,Non Poor,Non Poor,281,10000,66489.3617,443.2624113,0.088652482,0,1,750000,0.006666667
305365,10597,Southern,Kamonyi,Urban,Modern planned urban area,House occupied by one household,2,Spouse with head,Owner occupied,500000,3000,,,Constructed,Protected spring,1162,30,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Improved cooking stove,Firewood,"In dwelling, not in  sleeping area",Compost heap on own property,Pit Latrine with constructed floor slab,Yes,Yes,Tree trunks with mud,Local clay tiles,Beaten earth,37.94,No,,,,,,Q1,243.9042887,487.8085632,Non Extreme Poor,1,Moderately poor,281,3000,13178.70322,79.07221929,0.052714813,0,1,250000,0.006
305366,10597,Southern,Kamonyi,Urban,Modern planned urban area,House occupied by one household,2,Non relative,Temporary  settlement,1500000,6000,,No,,Public tap/standpipe,330,10,Public tap/standpipe,"No, always sufficient",No measures,0,Candle,0,No,Three stone/Traditional stove,Firewood,"In dwelling, not in  sleeping area",Thrown in the household?s fields or bushes,Pit latrine without constructed floor slab,Yes,Yes,Mud bricks,Local clay tiles,Beaten earth,18.6,No,,,,,,Q2,243.9042887,731.7128906,Non Extreme Poor,Non Poor,Non Poor,281,6000,80645.16129,322.5806452,0.107526882,0,1,750000,0.004
305367,10598,Southern,Kamonyi,Urban,Spontaneous/informal/unplanned housing,House occupied by one household,3,Head,Owner occupied,4000000,10000,,,Received as gift,Protected spring,2490,70,Protected spring,"Yes, at least once",Rainwater tank from roof,0,Traditional Lantern,0,No,Improved cooking stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Cement,41.4,No,,,,,,Q1,250.7232046,1002.892822,1,1,Severaly Poor,281,10000,96618.35749,241.5458937,0.072463768,0,1,1333333.333,0.0025
305368,10598,Southern,Kamonyi,Urban,Spontaneous/informal/unplanned housing,House occupied by one household,3,Non relative,Tenancy (renting),1500000,,5000,No,,Public tap/standpipe,1000,28,Public tap/standpipe,"No, always sufficient",Ditch,0,Torch (rechargeable or not)/Phone flashligh,0,No,Improved cooking stove,Firewood,"In dwelling, not in  sleeping area",Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,Yes,Mud bricks with cement,Metal sheets/corrugated iron,Beaten earth,59.5,No,,,,,,Q3,250.7232046,1253.615967,1,1,Severaly Poor,281,5000,25210.08403,84.03361345,0.050420168,0,1,500000,0.003333333
305369,10598,Southern,Kamonyi,Urban,Modern planned urban area,House occupied by one household,4,Spouse with head,Owner occupied,15000000,50000,,,Constructed,Piped to neighbor HH,800,25,Piped to neighbor HH3,"Yes, at least once",Rainwater tank from roof,1,Electricity from National Grid (EUCL),2000,Yes,Charcoal/fire stove,Charcoal.,"In dwelling, in a sleeping area",Thrown in the household?s fields or bushes,Pit Latrine with constructed floor slab,No,No,Mud bricks with cement,Metal sheets/corrugated iron,Beaten earth,137.5,No,,,,,,Q5,250.7232046,1504.339233,Non Extreme Poor,Non Poor,Non Poor,281,50000,109090.9091,363.6363636,0.029090909,1,1,3750000,0.003333333
305370,10598,Southern,Kamonyi,Urban,Umudugudu (Planned rural settlement),House occupied by one household,3,Spouse with head,Owner occupied,7000000,15000,,,Constructed,Piped to neighbor HH,1600,50,Piped to neighbor HH3,"Yes, at least once",Ditch,1,Electricity from National Grid (EUCL),1000,No,Three stone/Traditional stove,Firewood,In a separate dwelling,Compost heap on own property,Pit Latrine with constructed floor slab,No,Yes,Mud bricks with cement,Metal sheets/corrugated iron,Beaten earth,44.55,Yes,0,5,0,0,0,Q1,250.7232046,1504.339233,Non Extreme Poor,1,Moderately poor,281,15000,157126.8238,336.7003367,0.067340067,0,1,2333333.333,0.002142857
305371,10598,Southern,Kamonyi,Urban,Spontaneous/informal/unplanned housing,House occupied by one household,2,Head,Owner occupied,200000,3000,,,Constructed,Unprotected spring,500,15,Protected spring,"No, always sufficient",No measures,0,Torch (rechargeable or not)/Phone flashligh,0,No,Improved cooking stove,Firewood,Outdoors,Thrown in the household?s fields or bushes,Pit latrine without constructed floor slab,No,No,Tree trunks with mud,Metal sheets/corrugated iron,Beaten earth,11.73,Yes,0,0,0,0,1,Q1,250.7232046,1253.615967,Non Extreme Poor,1,Moderately poor,281,3000,17050.29838,255.7544757,0.170502984,0,1,100000,0.015
